source_sentence_en	target_sentence	source_lang	target_lang	translations	source_sentence_mt-translated_fr	source_sentence_mt-translated_mt-translated
"John Grant, from WNED Buffalo (Reading Rainbow's home station) said ""Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read."""	"John Grant fra WNED Buffalo (Reading Rainbows hjemmekanal) sagde ""Reading Rainbow lærte børn, hvorfor de skulle læse... kærligheden til at læse – [showet] opfordrede til at tage en bog frem og til at læse."""	eng_Latn	dan_Latn	 John Grant fra WNED Buffalo (Reading Rainbows hjemstation) sagde, at Reading Rainbow lærte børn hvorfor de skulle læse, og at de skulle elske at læse. Det opmuntrede børn til at samle en bog op og læse.	"John Grant, de WNED Buffalo (Reading Rainbow's home station) a dit ""Reading Rainbow a appris aux enfants pourquoi lire, ... l'amour de lire — [le spectacle] a encouragé les enfants à prendre un livre et à lire."""	"John Grant fra WNED Buffalo (Reading Rainbows hjemmestation) sagde: ""Reading Rainbow lærte børnene, hvorfor det er vigtigt at læse, ... kærligheden til at læse — [showet] opfordrede børnene til at tage en bog og læse."""
This marked an important change, as European powers would no longer have the pretext of being religious wars. Thus, the Thirty Years' War would be the last war to be labeled a religious war.	Dette markerede en vigtig ændring, da europæiske magter ikke længere ville have det påskud, at det var religiøse krige. Derfor var Trediveårskrigen den sidste krig, der blev betegnet som en religiøs krig.	eng_Latn	dan_Latn	 Dette markerede en vigtig ændring, da de europæiske magter ikke længere kunne bruge religion som undskyldning for at føre krig. Således ville Trediveårskrigen være den sidste krig, der blev kaldt en religiøs krig.	Cela a marqué un changement important, car les puissances européennes n'auraient plus le prétexte d'être des guerres religieuses. Ainsi, la guerre de Trente Ans serait la dernière guerre à être qualifiée de guerre religieuse.	Dette markerede en vigtig ændring, da de europæiske magter ikke længere ville have påskuddet for at føre religionskrige. Således ville Trediveårskrigen være den sidste krig, der blev betegnet som en religionskrig.
his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.	hans andet mål denne aften var hans 60. i denne sæson, og han blev den første spiller som har scoret 60 eller flere mål i en sæson siden 1995-96, da Jaromir Jagr og Mario Lemieux begge nåede den milepæl.	eng_Latn	dan_Latn	 hans andet mål i kampen var hans 60. i sæsonen, og han blev dermed den første spiller til at score 60 eller flere mål i en sæson siden 1995-96, hvor Jaromir Jagr og Mario Lemieux hver nåede denne milepæl.	son deuxième but de la nuit était son 60e de la saison, devenant le premier joueur à marquer 60 buts ou plus en une saison depuis 1995-1996, lorsque Jaromir Jagr et Mario Lemieux ont chacun atteint cette étape.	Hans andet mål for natten var hans 60. i sæsonen, hvilket gjorde ham til den første spiller til at score 60 mål eller mere i en sæson siden 1995-1996, da Jaromir Jagr og Mario Lemieux hver nåede denne milepæl.
This is the first time a conviction has been gained using the legislation enacted in 2003 to curb bulk e-mail, aka spam, from unsolicited distribution into users mailboxes.	Dette er første gang, der er blevet givet en dom ved hjælp af den lovgivning, der blev vedtaget i 2003 for at bremse masse-e-mails, også kaldet spam, fra uopfordret distribution til brugeres postkasser.	eng_Latn	dan_Latn	 Dette er første gang, at en dom er blevet opnået ved hjælp af den lovgivning, der blev vedtaget i 2003 for at bremse bulk-e-mail, også kendt som spam, fra uønsket distribution til brugernes postkasser.	C'est la première fois qu'une condamnation a été obtenue à l'aide de la législation adoptée en 2003 pour limiter le volume de courrier électronique, aka spam, de la distribution non sollicitée dans les boîtes aux lettres des utilisateurs.	Det er første gang, at en dom er blevet opnået ved hjælp af lovgivningen, der blev vedtaget i 2003 for at begrænse mængden af e-mails, også kendt som spam, fra uopfordret distribution i brugernes postkasser.
Greed and selfishness will always be with us and it is the nature of cooperation that when the majority benefit there will always be more to gain in the short term by acting selfishly	Grådighed og egoisme vil altid findes, og det er en del af den måde samarbejde fungerer på, at når flertallet har overtaget, vil det altid være muligt at vinde mere på kort sigt ved at handle egoistisk.	eng_Latn	dan_Latn	 Grådighed og egoisme vil altid være med os, og det er samarbejdets natur, at når flertallet drager fordel, vil der altid være mere at vinde på kort sigt ved at handle egoistisk.	L'avidité et l'égoïsme seront toujours avec nous et c'est la nature de la coopération que lorsque la majorité en profitera, il y aura toujours plus à gagner à court terme en agissant égoïstement.	Grådighed og egoisme vil altid være med os, og det er samarbejdets natur, at når flertallet drager fordel, vil der altid være mere at vinde på kort sigt ved at handle egoistisk.
Sometimes the same flight can have vastly differing prices at various agregators and it pays to compare search results and to also look at the website of the airline itself before booking.	Sommetider kan den samme flyrejse have meget forskellige priser hos forskellige udbydere, og det betaler sig at sammenligne resultater, samt at undersøge flyselskabets egen hjemmeside før man bestiller.	eng_Latn	dan_Latn	 Nogle gange kan den samme flyrejse have meget forskellige priser hos forskellige rejseagenter, og det kan betale sig at sammenligne søgeresultater og også at se på flyselskabets egen hjemmeside, før man booker.	Parfois, le même vol peut avoir des prix très différents à différents agrégateurs et il paie pour comparer les résultats de recherche et de regarder également le site de la compagnie aérienne elle-même avant de réserver.	Nogle gange kan den samme flyvning have meget forskellige priser hos forskellige aggregatorer, og det kan betale sig at sammenligne søgeresultaterne og også tjekke flyselskabets egen hjemmeside, før man bestiller.
The Indus Valley Civilization was a Bronze Age civilisation in the northwest Indian subcontinent encompassing most of modern-day Pakistan and some regions in northwest India and northeast Afghanistan.	Det nordvestlige indiske subkontinent, hvor Induskulturen var en udbredt civilisation i bronzealderen. omfattede det meste af vore dages Pakistan samt regioner i nordvest Indien og nordøst Afghanistan,	eng_Latn	dan_Latn	 Induskulturen var en bronzealdercivilisation i det nordvestlige indiske subkontinent, der omfattede det meste af det moderne Pakistan og nogle regioner i det nordvestlige Indien og nordøstlige Afghanistan.	La civilisation de la vallée de l'Indus était une civilisation de l'âge du bronze dans le sous-continent indien nord-ouest englobant la plupart du Pakistan moderne et certaines régions du nord-ouest de l'Inde et du nord-est de l'Afghanistan.	Induskulturen var en bronzealdercivilisation i det nordvestlige indiske subkontinent, der omfattede det meste af det moderne Pakistan samt nogle områder i det nordvestlige Indien og det nordøstlige Afghanistan.
So many of us find ourselves watching a television show that informs us of a process or experience in which we will never participate or apply that knowledge.	Så mange af os befinder os der, hvor vi ser et tv-show, som informerer os om en proces eller en oplevelse, som vi aldrig vil deltage i, og vi kommer heller ikke til at anvende den information, vi får.	eng_Latn	dan_Latn	 Så mange af os finder os selv i at se et tv-program, der informerer os om en proces eller oplevelse, som vi aldrig vil deltage i eller anvende den viden.	Nous sommes si nombreux à regarder une émission de télévision qui nous informe d'un processus ou d'une expérience dans lequel nous ne participerons jamais ou n'appliquerons jamais ces connaissances.	Vi er så mange, der ser et tv-program, som informerer os om en proces eller en oplevelse, som vi aldrig vil deltage i eller anvende denne viden på.
Its a very complex entity which consists, according to a simplified Bohr model, of a central nucleus orbited by electrons, somewhat similar to planets orbiting the sun - see Figure 1.1.	Enheden er meget kompleks enhed og består af en central kerne omkring hvilken, der kredser elektroner, på cirka samme som de planeter, der kredser om solen, jf. en forenklet Bohr-model – se figur 1.1.	eng_Latn	dan_Latn	 Det er en meget kompleks enhed, som ifølge en forenklet Bohr-model består af en central kerne, der er omgivet af elektroner, der minder om planeter, der kredser om solen - se figur 1.1.	Son entité très complexe qui consiste, selon un modèle Bohr simplifié, en un noyau central en orbite par électrons, un peu semblable aux planètes en orbite par le soleil - voir la figure 1.1.	Dens meget komplekse enhed, der ifølge en forenklet Bohr-model består af en central kerne i kredsløb af elektroner, lidt ligesom planeterne i kredsløb om solen - se figur 1.1.
Things did not go well for the Italians in North Africa almost from the start. Within a week of Italy's declaration of war on June 10, 1940, the British 11th Hussars had seized Fort Capuzzo in Libya.	Italienerne havde problemer i Nordafrika næsten fra starten. Inden for en uge efter, at Italien havde erklæret krig d. 10. juni 1940, havde Storbritanniens 11. husarer overtaget Fort Capuzzo i Libyen.	eng_Latn	dan_Latn	 Tingene gik ikke godt for italienerne i Nordafrika næsten fra starten. Inden for en uge efter Italiens krigserklæring den 10. juni 1940 havde det britiske 11. husarer erobret Fort Capuzzo i Libyen.	Les choses ne se sont pas bien passées pour les Italiens en Afrique du Nord presque dès le début. Dans une semaine de la déclaration de guerre de l'Italie le 10 juin 1940, les Britanniques 11th Hussars avaient saisi Fort Capuzzo en Libye.	Tingene gik ikke godt for italienerne i Nordafrika næsten fra begyndelsen. Inden for en uge efter Italiens krigserklæring den 10. juni 1940 havde de britiske 11th Hussars erobret Fort Capuzzo i Libyen.
The commissioner sets bail, if granted, and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked.	Kommissæren fastsætter kautionen hvis bevilget og formaliserer sigtelserne, der er indgivet af den arresterende betjent. Sigtelserne bliver derpå indtastet i statens computersystem, hvor sagen følges.	eng_Latn	dan_Latn	 Kommissæren fastsætter kaution, hvis den gives, og formaliserer de anklager, som den anholdende betjent har rejst. Anklagerne bliver derefter indført i statens computersystem, hvor sagen bliver sporet.	Le commissaire met en liberté sous caution, s'il est accordé, et officialise les accusations portées par l'agent d'arrestation. Les accusations sont ensuite introduites dans le système informatique de l'État où l'affaire est suivie.	Kommissæren løslader mod kaution, hvis det er bevilget, og formaliserer de anklager, der er rejst af arrestationsbetjenten. Anklagerne indføres derefter i statens computersystem, hvor sagen følges.
When the capsule gets to Earth and enters the atmosphere, at about 5am (eastern time), it is expected to put on quite a light show for folks in Northern California, Oregon, Nevada, and Utah.	Når kapslen kommer til Jorden og kommer ind i atmosfæren, cirka kl. 05:00 (østlig tid), forventes det at lave noget af et lysshow for folk, der bor i det nordlige Californien, Oregon, Nevada og Utah.	eng_Latn	dan_Latn	 Når kapslen når Jorden og kommer ind i atmosfæren, omkring kl. 5 om morgenen (østlig tid), forventes den at lave et flot lysshow for folk i det nordlige Californien, Oregon, Nevada og Utah.	Quand la capsule arrive sur Terre et entre dans l'atmosphère, vers 5h (heure de l'Est), elle est censée mettre un spectacle assez léger pour les gens du nord de la Californie, Oregon, Nevada et Utah.	Når kapslen ankommer til Jorden og træder ind i atmosfæren omkring kl. 5 (østlig tid), forventes den at give et ret let show for folk i det nordlige Californien, Oregon, Nevada og Utah.
Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)	At lære at skabe interaktive medier kræver konventionelle og traditionelle færdigheder samt værktøjer, der er lært i interaktive kurser (storyboards, lyd- og videoredigering, historiefortælling osv.)	eng_Latn	dan_Latn	 At lære at skabe interaktive medier kræver konventionelle og traditionelle færdigheder, såvel som værktøjer, der mestres i interaktive klasser (storyboarding, lyd- og videoredigering, historiefortælling osv.)	Apprendre à créer des médias interactifs exige des compétences traditionnelles et conventionnelles, ainsi que des outils maîtrisés dans les cours interactifs (storyboard, montage audio et vidéo, conte, etc.)	At lære at skabe interaktive medier kræver traditionelle og konventionelle færdigheder samt værktøjer, der mestres i interaktive kurser (storyboard, lyd- og videoredigering, fortælling osv.).
One of the world's richest people, Allen has reportedly invested much of his wealth in marine exploration and began his quest to find the Musashi out of a lifelong interest in the war.	Allen, som er en af verdens rigeste personer, har efter sigende investeret en stor del af sin formue i havudforskning og begyndte sin søgen efter Musashi på grund af sin livslange interesse i krigen.	eng_Latn	dan_Latn	 En af verdens rigeste mennesker, Allen har efter sigende investeret meget af sin formue i marineudforskning og begyndte sin søgen efter Musashi ud af en livslang interesse i krigen.	L'un des peuples les plus riches du monde, Allen aurait investi une grande partie de sa richesse dans l'exploration marine et a commencé sa quête pour trouver les Musashi d'un intérêt permanent pour la guerre.	En af verdens rigeste mennesker, Allen, skulle have investeret en stor del af sin formue i havforskning og begyndte sin søgen efter Musashi ud fra en vedvarende interesse for krig.
Animal Liberation and the Royal Society for the Prevention of Cruelty to Animals (RSPCA) are again calling for the mandatory installation of CCTV cameras in all Australian abattoirs.	Animal Liberation og Royal Society for the Prevention of Cruelty to Animals (RSPCA) opfordrer igen til, at det skal være obligatorisk at installere overvågningskameraer i alle australske slagterier.	eng_Latn	dan_Latn	 Animal Liberation og Royal Society for the Prevention of Cruelty to Animals (RSPCA) opfordrer igen til obligatorisk installation af CCTV-kameraer i alle australske slagterier.	Animal Liberation et la Royal Society for the Prevention of Cruelty to Animals (RSPCA) demandent une fois de plus l'installation obligatoire de caméras CCTV dans tous les abattoirs australiens.	Animal Liberation og Royal Society for the Prevention of Cruelty to Animals (RSPCA) kræver endnu en gang obligatorisk installation af CCTV-kameraer i alle australske slagterier.
ADD affects relationships with other peers because other children can not understand why they act the way that they do or why they spell they way they do or that their maturity level is different.	ADD påvirker forhold til andre jævnaldrende, da de andre børn ikke kan forstå, hvorfor de opfører sig, som de gør, eller hvorfor de staver, som de gør, eller at deres modenhed er på et andet niveau.	eng_Latn	dan_Latn	 ADD påvirker relationer med andre jævnaldrende, fordi andre børn ikke kan forstå, hvorfor de handler, som de gør, eller hvorfor de staver, som de gør, eller at deres modenhedsniveau er anderledes.	L'ADD affecte les relations avec d'autres pairs parce que d'autres enfants ne peuvent pas comprendre pourquoi ils agissent comme ils le font ou pourquoi ils épelent comme ils le font ou que leur niveau de maturité est différent.	ADHD påvirker relationerne med andre jævnaldrende, fordi andre børn ikke kan forstå, hvorfor de opfører sig, som de gør, eller hvorfor de staver, som de gør, eller at deres modenhedsniveau er anderledes.
Although Chile declared independence in 1810 (amid the Napoleonic wars that left Spain without a functioning central government for a couple of years), decisive victory over the Spanish was not achieved until 1818.	Selvom Chile erklærede sig uafhængigt i 1810 (midt i Napoleonskrigene som efterlod Spanien uden en fungerende centralregering i et par år), opnåede de først den afgørende sejr over spanierne i 1818.	eng_Latn	dan_Latn	 Selv om Chile erklærede sig uafhængigt i 1810 (under Napoleonskrigene, som efterlod Spanien uden en fungerende centralregering i et par år), blev den afgørende sejr over spanierne ikke opnået før 1818.	Bien que le Chili ait déclaré son indépendance en 1810 (à l'ami des guerres napoléoniennes qui ont quitté l'Espagne sans un gouvernement central fonctionnel pendant quelques années), la victoire décisive sur les Espagnols n'a été obtenue qu'en 1818.	Selvom Chile erklærede sin uafhængighed i 1810 (i lyset af Napoleonskrigene, der efterlod Spanien uden en fungerende centralregering i nogle år), blev den afgørende sejr over spanierne først opnået i 1818.
Space for the most popular areas, such as the Bright Angel Campground adjacent to Phantom Ranch, generally fill up by the requests received on first date they are opened to reservations.	Pladser til de mest populære områder såsom Bright Angel Campground i nærheden af Phantom Ranch, fyldes generelt op via forespørgslerne der modtages på den første dato, de er åbne for reservationer.	eng_Latn	dan_Latn	 Pladserne til de mest populære områder, såsom Bright Angel Campground ved siden af Phantom Ranch, bliver generelt fyldt op af de anmodninger, der modtages på den første dag, de åbnes for reservationer.	L'espace pour les zones les plus populaires, comme le terrain de camping Bright Angel adjacent au Ranch Phantom, se remplit généralement par les demandes reçues à la première date où ils sont ouverts aux réservations.	Pladsen til de mest populære områder, såsom campingpladsen Bright Angel ved siden af Phantom Ranch, bliver normalt fyldt op af de anmodninger, der modtages på den første dato, hvor de er åbne for reservationer.
When the tenants started sharing what had occurred to them, most of the families involved suddenly realized that Carolyn Wilson of the OHA had stolen their security deposits, and skipped out of town.	Da lejerne begyndte at tale om, hvad der var sket, forstod de fleste af de involverede familier pludselig, at Carolyn Wilson fra Oaklands boligkontor havde stjålet deres depositum og forladt byen.	eng_Latn	dan_Latn	 Da lejerne begyndte at fortælle, hvad der var sket for dem, indså de fleste af de involverede familier pludselig, at Carolyn Wilson fra OHA havde stjålet deres depositum, og var stukket af fra byen.	Lorsque les locataires ont commencé à partager ce qui leur était arrivé, la plupart des familles impliquées ont soudainement réalisé que Carolyn Wilson, de l'OHA, avait volé leurs dépôts de sécurité et s'était retirée de la ville.	Da lejerne begyndte at dele, hvad der var sket med dem, indså de fleste af de involverede familier pludselig, at Carolyn Wilson fra OHA havde stjålet deres sikkerhedsindskud og var flygtet fra byen.
Pureland origami is origami with the restriction that only one fold may be done at a time, more complex folds like reverse folds are not allowed, and all folds have straightforward locations.	Pureland-origami er origami med de begrænsninger, at kun én fold må laves ad gangen, at mere komplekse folder såsom omvendte folder ikke er tilladte, og at alle folder skal have enkle placeringer.	eng_Latn	dan_Latn	 Pureland origami er origami med den restriktion, at kun en fold må udføres ad gangen, mere komplekse foldninger som reverse folds er ikke tilladt, og alle foldninger har ligetil placeringer.	Pureland origami est origami avec la restriction qu'un seul plis peut être fait à la fois, plus complexes plis comme les plis inversés ne sont pas permis, et tous les plis ont des emplacements simples.	Pureland origami er origami med den begrænsning, at kun én fold kan laves ad gangen, mere komplekse folder som omvendte folder er ikke tilladt, og alle folder har enkle placeringer.
It is not known at this time what charges will be laid or what led authorities to the boy but juvenile proceedings have begun in federal court.	Det vides på nuværende tidspunkt ikke, hvilke anklager han bliver tiltalt for, eller hvad der førte myndighederne til drengen, men procedure for mindreårige er blevet indledt ved føderal domstol.	eng_Latn	dan_Latn	 Det vides ikke på nuværende tidspunkt, hvilke anklager der vil blive rejst, eller hvad der førte myndighederne til drengen, men en ungdomsretssag er begyndt i en føderal domstol.	On ne sait pas à l ' heure actuelle quels sont les chefs d ' accusation qui seront portés à la connaissance du garçon ni ce qui a conduit les autorités à le faire, mais des poursuites pour mineurs ont été engagées devant le tribunal fédéral.	Det vides ikke på nuværende tidspunkt, hvilke anklager der vil blive rejst mod drengen, eller hvad der har fået myndighederne til at gøre det, men der er blevet indledt sager for mindreårige ved den føderale domstol.
The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.	Konceptet var, at alle europæiske nationer skulle forsøge at forhindre en enkelt nation i at blive stærk, og således ændrede nationale regeringer ofte deres alliancer for at opretholde balancen.	eng_Latn	dan_Latn	 Konceptet var, at alle europæiske nationer skulle søge at forhindre en nation i at blive magtfuld, og derfor skiftede de nationale regeringer ofte deres alliancer for at opretholde balancen.	Le concept était que toutes les nations européennes devaient chercher à empêcher qu'une nation ne devienne puissante, et donc les gouvernements nationaux ont souvent changé leurs alliances pour maintenir l'équilibre.	Konceptet var, at alle europæiske nationer skulle forsøge at forhindre, at en nation blev for magtfuld, og derfor ændrede de nationale regeringer ofte deres alliancer for at opretholde balancen.
In this instance, recalling previous instances of entrepreneurial behavior and resulting successes helped people to be open to new changes and new direction for the local church.	I dette tilfælde hjalp det folk med at være åbne over for nye ændringer og en ny retning for den lokale kirke at huske tilbage på tidligere tilfælde af iværksætteri og de succeser, det medførte.	eng_Latn	dan_Latn	 I dette tilfælde hjalp erindringen om tidligere tilfælde af iværksætteri og deraf følgende succes med at gøre folk åbne for nye ændringer og en ny retning for den lokale kirke.	Dans ce cas, en rappelant les exemples précédents de comportement entrepreneurial et les succès qui en ont résultés, on a aidé les gens à s'ouvrir à de nouveaux changements et à une nouvelle orientation pour l'église locale.	I dette tilfælde, ved at minde om tidligere eksempler på entreprenøradfærd og de succeser, der er fulgt, har man hjulpet folk med at åbne sig for nye ændringer og en ny retning for den lokale kirke.
They are separate from lingua francas, which are natural or organic languages that become dominant for one reason or another as means of communication between speakers of other languages.	De er forskellige fra lingua francaer, som er naturlige eller organiske sprog, der af den ene eller anden årsag bliver dominante som kommunikationsmiddel mellem mennesker, der taler andre sprog.	eng_Latn	dan_Latn	 De er adskilt fra lingua francas, som er naturlige eller organiske sprog, der bliver dominerende af en eller anden grund som middel til kommunikation mellem talere af andre sprog.	Ils sont séparés de lingua francas, langues naturelles ou organiques qui deviennent dominantes pour une raison ou une autre comme moyens de communication entre les locuteurs d'autres langues.	De er adskilt fra lingua francas, naturlige eller organiske sprog, der bliver dominerende af en eller anden grund som kommunikationsmidler mellem talere af andre sprog.
"These bosses had been reined in by Provenzano when he put an end to the Riina-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992."""	"Disse ledere var blevet indfanget af Provenzano, da han sluttede den Riina-drevne krig mod den stat, der tog livet af de hævngerrige mafiamedlemmer Giovanni Falcone og Paolo Borsellino i 1992."""	eng_Latn	dan_Latn	 Disse bosser var blevet tøjlet af Provenzano, da han satte en stopper for Riinas krig mod staten, der kostede mafia-korsfarerne Giovanni Falcone og Paolo Borsellino livet i 1992.	Ces patrons avaient été réintégrés par Provenzano lorsqu'il a mis fin à la guerre dirigée par Riina contre l'État qui a coûté la vie aux croisés de la Mafia Giovanni Falcone et Paolo Borsellino en 1992. »	Disse ledere var blevet genindsat af Provenzano, da han afsluttede krigen ledet af Riina mod staten, som kostede mafia-korsfarerne Giovanni Falcone og Paolo Borsellino livet i 1992.
Those participating in regular activity required more support in terms of negative perception of pain distinguishing the differences of chronic pain and discomfort feel from normal physical movement.	De, der deltog i regelmæssig aktivitet, krævede mere støtte i form af negativ opfattelse af smerte, hvilket viser forskellene i kronisk smerte og følelsen af ubehag fra normal fysisk bevægelse.	eng_Latn	dan_Latn	 De, der deltog i regelmæssig aktivitet, krævede mere støtte i form af negativ opfattelse af smerte, der adskiller sig fra kronisk smerte og ubehag, der føles fra normal fysisk bevægelse.	Ceux qui participent à une activité régulière ont besoin d'un soutien accru en termes de perception négative de la douleur qui distingue les différences de la douleur chronique et de la sensation d'inconfort du mouvement physique normal.	De, der deltager i en regelmæssig aktivitet, har brug for øget støtte med hensyn til den negative opfattelse af smerte, som skelner mellem forskellene på kronisk smerte og ubehag ved normal fysisk bevægelse.
However, nearly all of the casinos listed above serve drinks, and several of them bring in name-brand entertainment (primarily the large ones immediately surrounding Albuquerque and Santa Fe).	Der bliver dog serveret drinks i næsten alle de kasinoer, der er anført ovenfor, og flere af dem henter kendte entertainere (primært de store der befinder sig rundt om Albuquerque og Santa Fe).	eng_Latn	dan_Latn	 Men næsten alle de ovennævnte kasinoer serverer drinks, og flere af dem har navnkundige entertainere (primært de store, der ligger lige omkring Albuquerque og Santa Fe).	Cependant, presque tous les casinos énumérés ci-dessus servent des boissons, et plusieurs d'entre eux apportent des divertissements de marque de nom (principalement les grands immédiatement entourant Albuquerque et Santa Fe).	Imidlertid serverer næsten alle de ovennævnte kasinoer drikkevarer, og flere af dem tilbyder underholdning med kendte navne (primært de store, der omgiver Albuquerque og Santa Fe).
The main assault force of 2,400 men would cross the river nine miles north of Trenton, and then split into two groups, one under Greene and one under Sullivan, in order to launch a pre-dawn attack.	Den primære angrebsstyrke på 2.400 mænd skulle krydse floden ni mil nord for Trenton og derefter dele sig i to grupper, en under Greene og en under Sullivan, for at starte et angreb ved daggry.	eng_Latn	dan_Latn	 Hovedangrebsstyrken på 2.400 mand ville krydse floden 15 km nord for Trenton, og derefter dele sig i to grupper, en under Greene og en under Sullivan, for at indlede et angreb ved daggry.	La force d'assaut principale de 2 400 hommes traversait la rivière à neuf milles au nord de Trenton, puis se divisait en deux groupes, l'un sous Greene et l'autre sous Sullivan, afin de lancer une attaque avant le raz-de-marée.	Hovedangrebsstyrken på 2.400 mand krydsede floden ni mil nord for Trenton og delte sig derefter i to grupper, en under Greene og en under Sullivan, for at iværksætte et angreb før tidevandet.
In particular, the numbering system in French-speaking Belgium and Switzerland has some slight peculiarities that are different from the French spoken in France, and the pronunciation of some words is slightly different.	Især talsystemet i det fransktalende Belgien og Schweiz har nogle små ejendommeligheder, som er forskellige fra det fransk, der tales i Frankrig, og udtalen af nogle ord er en smule anderledes.	eng_Latn	dan_Latn	 Især har nummereringssystemet i fransktalende Belgien og Schweiz nogle små særheder, som er forskellige fra fransk talt i Frankrig, og udtalen af nogle ord er lidt anderledes.	En particulier, le système de numérotation en Belgique et en Suisse francophones a quelques petites particularités qui sont différentes des Français parlés en France, et la prononciation de certains mots est légèrement différente.	Især har nummersystemet i Belgien og fransktalende Schweiz nogle små særegenheder, der adskiller sig fra det franske, der tales i Frankrig, og udtalen af visse ord er en smule anderledes.
As a result of this, a big scandal within the Greek legal community has been raised through the exposure of illegal actions that judges, lawyers, solicitors and attorneys have done during the previous years.	Som resultat heraf er der opstået en stor skandale i det græske retssystem efter afsløringen af ulovlige handlinger foretaget af dommere, advokater, sagførere og jurister gennem de seneste år.	eng_Latn	dan_Latn	 Som et resultat af dette er en stor skandale indenfor det græske juridiske samfund blevet rejst gennem afsløringen af ulovlige handlinger, som dommere, advokater, advokater og advokater har gjort i de foregående år.	À la suite de cela, un grand scandale au sein de la communauté juridique grecque a été soulevé par l'exposition à des actions illégales que les juges, avocats, avocats et avocats ont faites au cours des années précédentes.	Som følge heraf opstod der en stor skandale inden for det græske juridiske samfund på grund af afsløringen af ulovlige handlinger, som dommere, advokater og advokater havde begået i de foregående år.
Although in the end, Krushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomulka as the new prime minister.	Selvom Khrusjtjov i sidste ende sendte kampvogne ind for at genoprette orden, imødekom han visse økonomiske krav og gik med til at udpege den populære Wladyslaw Gomulka til ny premierminister.	eng_Latn	dan_Latn	 Selvom Kruschev til sidst sendte kampvogne ind for at genoprette orden, gav han efter for nogle økonomiske krav og indvilligede i at udnævne den populære Wladyslaw Gomulka som den nye premierminister.	Bien qu'en fin de compte, Krouchtchev envoya des chars pour rétablir l'ordre, il céda la place à certaines exigences économiques et accepta de nommer le populaire Wladyslaw Gomulka comme nouveau premier ministre.	Selvom Khrusjtjov til sidst sendte kampvogne for at genoprette ordenen, gav han efter for visse økonomiske krav og accepterede at udnævne den populære Wladyslaw Gomulka som ny premierminister.
It can also be a good way to stretch a budget to allow a longer stay somewhere since many volunteer jobs provide room and board and a few pay a small salary.	Det kan også være en god måde at strække et budget på, så man får mulighed for et længere ophold et givent sted, da man for mange frivilligjobs får kost og logi og for nogle også en lille løn.	eng_Latn	dan_Latn	 Det kan også være en god måde at strække et budget på, så man kan få et længere ophold et sted, da mange frivillige jobs giver kost og logi, og nogle få betaler en lille løn.	Cela peut aussi être une bonne façon d'étirer un budget pour permettre un séjour plus long quelque part puisque de nombreux emplois bénévoles fournissent de la chambre et de la pension et quelques-uns paient un petit salaire.	Det kan også være en god måde at strække et budget på for at muliggøre et længere ophold et sted, da mange frivillige job tilbyder kost og logi, og nogle få betaler en lille løn.
"The country's supreme leader, Ayatollah Ali Khamenei, has described the dependency on oil as ""a trap"" dating from before Iran's Islamic revolution in 1979 and from which the country should free itself."	"Landets øverste leder Ayatollah Ali Khamenei har beskrevet afhængigheden af olie som ""en fælde"" dateret tilbage fra før Irans islamiske revolution i 1979, og hvorfra landet skulle frigøre sig."	eng_Latn	dan_Latn	" Landets øverste leder, Ayatollah Ali Khamenei, har beskrevet afhængigheden af olie som ""en fælde"", der stammer fra før Irans islamiske revolution i 1979, og som landet bør frigøre sig fra."	Le chef suprême du pays, l'ayatollah Ali Khamenei, a décrit la dépendance à l'égard du pétrole comme un « piège » qui date d'avant la révolution islamique iranienne en 1979 et dont le pays devrait se libérer.	"Landets øverste leder, ayatollah Ali Khamenei, beskrev afhængigheden af olie som en ""fælde"", der stammer fra før den iranske islamiske revolution i 1979, og som landet bør frigøre sig fra."
MRI is based on a physics phenomenon called nuclear magnetic resonance (NMR), which was discovered in the 1930s by Felix Bloch (working at Stanford University) and Edward Purcell (from Harvard University).	MR er baseret på et fysisk fænomen kaldet kernemagnetisk resonans (NMR), som blev opdaget i 1930'erne af Felix Bloch (ansat ved Stanford University) og Edward Purcell (fra Harvard University).	eng_Latn	dan_Latn	 MRI er baseret på et fysisk fænomen kaldet kernemagnetisk resonans (NMR), som blev opdaget i 1930'erne af Felix Bloch (som arbejdede på Stanford University) og Edward Purcell (fra Harvard University).	L'IRM est basée sur un phénomène de physique appelé résonance magnétique nucléaire (RMN), qui a été découvert dans les années 1930 par Felix Bloch (travaillant à l'Université Stanford) et Edward Purcell (de l'Université Harvard).	MR-scanning er baseret på et fysisk fænomen kaldet kernemagnetisk resonans (NMR), som blev opdaget i 1930'erne af Felix Bloch (der arbejdede ved Stanford University) og Edward Purcell (fra Harvard University).
